fundRUN,fundName,fundSeries,aafmCategory,svsCategory,svsCategoryId,currency,fundRUNSeries,userCategory,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21
9042-5,ESTRATEGIA AGRESIVA,A,Balanceado Agresivo,FM MIXTO,4.0,P,9042-5A,"Balanced, Aggressive",1611.3088,1648.7104,1638.0972,1622.0781,1632.9174,1644.4716,1699.6882,1629.1116,1572.4933,1636.3183,1670.2525,1635.4814,1540.9685,1495.8519,1524.1344,1494.9244,1553.6947,1478.6389,1515.6921,1557.3606,1516.2802,1511.2373,1551.0763,1564.541,1545.4748,1561.3822,1635.576,1649.3575,1662.8343,1632.3711,1669.9197,1650.8269,1684.056,1719.6316,1689.9909,1691.8971,1753.3164,1670.0139,1661.6587,1679.3107,1674.4495,1669.3752,1690.476,1728.5088,1707.2794,1639.9319,1629.2436,1566.3988,1617.5856,1618.7169,1658.9821,1689.2931,1655.9963,1678.8241,1712.2372,1699.4378,1737.2611,1757.148,1875.2944,1829.0582,1887.4509,1214.7859,1063.5486,1139.4346,1119.4729,1181.6279,1158.1202,1218.0805,1199.8748,1181.0007,1279.9838,1264.4278,1317.3251
9041-7,ESTRATEGIA CONS,B,Balanceado Conservador,FM MIXTO,4.0,P,9041-7B,"Balanced, Conservative",40600.63,41245.9857,41523.0574,41347.4857,41615.5657,41914.0596,42819.1766,42504.3694,42013.7114,42793.1087,43098.8917,42724.8577,42359.316,42253.7623,42744.3635,42640.6888,43478.3239,42885.4143,43445.6793,44326.0012,44126.6691,43746.7943,43918.2722,44448.0699,44585.6372,44987.2361,45372.3346,45684.076,45792.5812,45539.9563,45869.2372,45474.4683,45879.9613,46226.2962,45873.2718,46106.2322,46906.6283,46047.2567,46044.9914,46417.1205,46422.6007,46281.3557,46725.227,47084.2291,46908.9944,46284.942,46214.0679,45965.4877,46548.3703,46593.3297,47254.3577,47705.8366,48050.2417,48780.9401,49719.7526,50226.4251,50609.7691,49604.5419,49399.681,49689.7134,50646.5061,49331.3862,47282.1035,49491.5992,50543.8525,51047.7367,50607.2475,51786.9718,51097.4966,51271.4848,52485.4186,52257.7136,53086.7739
9192-8,ESTRATEGIA CONSERVAD,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,9192-8A,"Balanced, Conservative",,,,,,1002.2469,1015.3641,1015.3575,1008.9931,1014.2655,1017.7017,1014.0755,1009.5191,1010.2536,1015.0653,1017.43,1026.2214,1024.1302,1035.6253,1051.0223,1052.8432,1047.4052,1031.1326,1041.1033,1043.668,1054.3054,1064.0448,1071.9882,1077.5476,1074.4941,1076.4555,1072.5762,1077.2223,1076.7133,1070.3054,1079.4202,1092.9886,1082.9132,1083.2423,1087.7309,1090.5471,1091.715,1098.2117,1109.0573,1108.289,1096.9027,1093.3651,1088.4159,1103.4576,1105.3863,1119.5821,1130.7072,1138.3888,1150.1362,1172.1879,1183.7089,1192.3016,1177.0928,1187.2257,1185.7044,1210.8775,1188.3801,1124.5657,1163.2875,1166.2552,1180.9677,1177.6123,1206.7428,1190.958,1194.6945,1223.9355,1224.0262,1251.0162
8773-4,ESTRATEGIA CONSERVADORA,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,8773-4A,"Balanced, Conservative",1103.808,1110.3172,1117.4589,1107.3487,1110.0897,1111.3985,1136.6123,1139.3748,1124.5211,1139.9981,1145.9904,1133.6161,1126.9788,1127.5626,1133.9649,1131.7124,1142.736,1139.4672,1153.0078,1178.0603,1177.9637,1168.5971,1149.7762,1171.4628,1172.282,1186.8977,1203.9686,1212.0978,1214.7228,1201.971,1202.5349,1195.9992,1204.2182,1195.5918,1185.357,1196.1356,1208.2573,1195.0175,1201.9915,1202.8984,1201.7742,1202.9701,1209.5262,1220.0974,1217.7288,1209.4488,1207.163,1212.5455,1232.0461,1234.0434,1258.7004,1267.5279,1281.8448,1313.4778,1347.8692,1361.7109,1363.5243,1331.677,1285.0457,1317.2599,1325.871,1273.0153,1175.1429,1222.9206,1255.1424,1273.7595,1276.272,1305.7041,1256.8436,1248.8876,1276.4905,1293.2954,1308.4414
9191-K,ESTRATEGIA DEFENSIVA,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,9191-KA,"Balanced, Conservative",,,,,,1002.6952,1009.3753,1012.7548,1013.0523,1011.8932,1010.9896,1009.0447,1016.172,1023.1623,1026.6304,1029.5232,1035.2977,1039.4856,1045.2312,1056.0748,1065.3999,1060.7892,1045.3008,1060.4318,1067.1679,1074.5507,1076.9934,1082.3264,1081.4253,1081.2742,1079.6652,1082.0851,1077.8198,1072.4115,1073.2271,1080.7636,1083.6917,1082.5807,1083.6728,1084.917,1088.7623,1091.6986,1096.5939,1102.6778,1102.3876,1097.0277,1096.9728,1099.542,1108.4081,1110.0436,1123.7106,1132.7424,1148.233,1161.652,1182.529,1196.9136,1199.6352,1174.8556,1155.6863,1167.8773,1182.456,1163.7549,1122.5817,1154.8605,1162.3355,1167.2042,1167.029,1190.4965,1175.6197,1181.6248,1193.5443,1198.7833,1217.9646
8774-2,ESTRATEGIA EQUILIBRADA,A,Balanceado Moderado,FM DE LIBRE INVERSION,6.0,P,8774-2A,"Balanced, Moderate",1087.2994,1095.2218,1102.5854,1097.7544,1100.5984,1096.354,1119.7899,1110.7017,1087.5811,1113.5764,1117.3175,1100.8134,1078.3284,1070.0104,1081.2687,1075.6255,1089.4185,1079.5996,1096.1138,1121.3017,1110.6118,1103.1142,1090.1615,1103.4957,1100.8719,1117.4935,1146.9326,1153.7729,1159.4533,1143.1262,1150.902,1140.7541,1159.3272,1157.2669,1140.1218,1149.9357,1170.3067,1140.8796,1144.5382,1147.8176,1148.0332,1143.6096,1145.8318,1161.1815,1154.0759,1140.3306,1133.8846,1135.1318,1159.324,1160.2491,1187.5438,1195.9967,1198.605,1221.483,1245.3491,1249.6992,1262.8144,1248.8667,1244.8924,1263.7307,1279.627,1225.5806,1116.3916,1173.7169,1190.1833,1224.6806,1223.3681,1258.8801,1221.899,1206.5123,1257.7394,1265.6477,1288.138
8525-1,ESTRATEGIA MODERADA,A,Balanceado Moderado,FM MIXTO,4.0,P,8525-1A,"Balanced, Moderate",9525.8969,9719.946,9738.4648,9692.2071,9736.0377,9798.3003,10028.5857,9840.0292,9614.5847,9882.1031,9984.5918,9836.6232,9521.0225,9363.7244,9513.5194,9410.8268,9662.3332,9342.8707,9504.1786,9717.0981,9561.3683,9448.6207,9605.2074,9690.7304,9651.62,9754.291,10013.2353,10065.6398,10093.023,9938.9318,10098.6815,9971.6861,10098.9869,10239.8419,10103.5132,10106.1485,10395.9006,10003.0167,9968.5296,10062.5214,10042.3055,9998.2594,10088.7491,10205.5263,10115.2384,9844.7015,9827.265,9637.9973,9843.998,9834.8602,9987.6148,10091.7222,10032.9057,10171.7143,10362.7604,10395.1436,10543.1028,10463.0627,10792.2513,10651.5225,10910.6254,1184.7554,1087.1938,1135.4318,1131.5114,1164.0039,1158.0591,1196.5207,1181.8936,1179.2842,1234.5864,1227.9868,1265.1319
8125-6,ESTRATEGICO,B,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8125-6B,"Domestic Bond, > 365",2851.6889,2874.6968,2896.6634,2879.9239,2894.2649,2911.5435,2942.0983,2965.7328,2965.1826,2973.7095,2976.8192,2971.5797,2996.6714,3033.1814,3045.6971,3060.2573,3079.0989,3096.8213,3114.297,3152.7371,3177.6775,3162.7219,3124.7564,3178.7755,3197.8359,3228.418,3236.8748,3253.8267,3246.8477,3246.8646,3237.2725,3253.2628,3235.9594,3213.1766,3217.4318,3244.5975,3263.4728,3287.0903,3297.0272,3299.2795,3320.9621,3336.2004,3350.6107,3360.0028,3363.2165,3349.0841,3359.2902,3371.6982,3392.7861,3399.4127,3438.3942,3467.7826,3516.561,3563.7567,3626.9337,3674.6119,3682.8998,3569.1401,3486.6271,3571.5336,3606.5743,3549.8835,3494.7929,3572.01,3675.5254,3661.9236,3654.1475,3731.1768,3672.7629,3715.9742,3756.386,3770.5628,3833.5287
9019-0,ETF IT NOW IPSA,UNICA,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9019-0UNICA,Domestic Equity,3124.5118,3234.7001,3165.0745,3254.5517,3228.7289,3108.8043,3075.6533,3050.028,2924.166,3033.796,2892.9097,2907.6728,2919.8978,2924.9442,3087.4961,3126.7528,3025.2973,3072.0008,3164.6107,3164.4186,3081.257,3289.5414,3220.9474,3167.7125,3193.9517,3315.2678,3627.1424,3622.4088,3622.5187,3539.4155,3775.7127,3839.4653,3973.7434,4155.2814,3713.8914,4120.3486,4325.9132,4139.4976,4100.239,4204.0038,3966.2374,3851.8727,3947.8313,3825.175,3827.8884,3696.5188,3696.6718,3681.8263,3884.813,3799.2353,3764.7966,3690.6345,3486.6029,3559.236,3485.1562,3366.2459,3539.6542,3321.1052,3178.2491,3276.3764,3198.5106,2884.493,2419.4865,2750.3392,2471.4609,2680.2015,2719.4341,2547.2855,2458.757,2390.0266,2713.7232,2798.8392,2868.2484
9533-8,ETF MSCI SCCH,UNICA,Accionario Nacional Otros,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9533-8UNICA,Domestic Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502405.7336,585339.3128,602263.6114,583247.633,552884.6251,565341.9371,533557.9988,507537.1175,509809.0007,498106.8139,516576.379,495406.0893,498856.3451,502335.1191,527781.8369,522485.2836,518391.4755,518689.7303,490426.893,509694.4674,496276.7391,468688.3638,493185.3665,438999.4949,397961.632,416982.4695,398852.4516,362251.3036,292906.739,338397.2573,319647.1801,353170.4557,351066.9523,349764.8702,321249.0819,298584.0249,334022.1369,336686.9246,338925.9977
8457-3,EUROAMERICA ASIA,A,Accionario Asia Emergente,FM DE LIBRE INVERSION,6.0,P,8457-3A,Emerging Equity,1158.0806,1148.7386,1158.5258,1177.7694,1170.4528,1158.0265,1150.3112,1086.5028,1064.2913,1118.0396,1115.1631,1101.2428,996.7549,961.1404,1010.2446,989.7571,1020.8449,997.5726,1045.4903,1097.207,1081.9425,1042.6368,1030.3101,996.5626,1025.7536,1060.5185,1121.1977,1146.9962,1193.2683,1192.1702,1226.5004,1196.1026,1204.4894,1255.0533,1284.936,1244.6242,1299.8013,1209.6668,1214.6133,1213.9174,1253.9965,1223.4811,1204.8228,1246.0774,1188.7383,1103.096,1114.3427,1110.0845,1130.0608,1142.3748,1210.6367,1231.1478,1175.1314,1192.7587,1205.9026,1195.4865,1223.1684,1283.3422,1421.0189,1385.5424,1397.8467,1399.4031,1273.4058,1362.7865,1297.5402,1431.3608,1433.8482,1535.545,1525.5177,1540.1909,1626.6445,1610.4214,1768.2155
8459-K,EUROAMERICA MONEY MARKET,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8459-KA,"Domestic Bond, < 365",1399.2013,1402.011,1405.2496,1408.5348,1411.9015,1415.4484,1419.0002,1422.3929,1425.6142,1429.4963,1433.1155,1436.6651,1440.5914,1444.2196,1448.4802,1452.3365,1456.6882,1460.6029,1464.7016,1468.6525,1472.4871,1476.5121,1480.4681,1484.9215,1489.7312,1494.2625,1498.5163,1502.3028,1506.0764,1509.4272,1512.8323,1516.1965,1519.3771,1522.6523,1525.8132,1529.106,1532.3989,1535.1977,1538.1816,1541.1715,1544.2615,1547.3958,1550.4399,1553.5108,1556.5159,1559.7275,1562.8688,1566.0539,1569.2394,1572.2686,1575.6042,1578.7941,1581.9801,1584.9729,1587.9853,1591.0429,1593.6998,1596.017,1598.0265,1599.7697,1601.7768,1603.657,1605.5705,1607.6981,1608.0823,1608.3956,1608.5198,1608.5817,1608.6224,1608.655,1608.6989,1608.7751,1608.8588
8458-1,EUROAMERICA USA,A,Accionario EEUU,FM DE LIBRE INVERSION,6.0,P,8458-1A,International Equity,1175.3535,1210.9794,1209.6838,1184.067,1209.7961,1225.5783,1317.8393,1278.9112,1227.8728,1324.5409,1362.4996,1341.5935,1241.5155,1210.1755,1233.4481,1216.421,1290.6529,1224.6186,1261.0884,1298.4462,1252.5093,1210.0917,1295.5133,1303.1895,1278.19,1327.2503,1351.494,1364.4526,1389.4303,1375.3011,1372.3179,1319.9541,1362.4809,1386.5436,1441.4315,1381.0493,1428.1791,1349.9325,1332.6471,1350.4768,1426.0632,1471.0865,1490.5918,1637.8086,1588.4649,1548.5291,1509.3772,1399.037,1441.8466,1470.903,1546.554,1604.3069,1562.802,1590.5532,1662.5157,1666.7447,1705.6902,1755.8142,1995.1681,1881.2961,2002.0373,1873.4694,1689.4954,1869.9556,1888.7914,1951.8488,1895.3762,2081.5526,2031.6161,1942.9019,2135.337,2036.9467,2101.5022
8484-0,EUROPA,APV,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8484-0APV,International Equity,1043.1021,1078.0582,1081.3735,1088.6315,1103.4798,1095.1032,1181.309,1145.2011,1089.4622,1149.2507,1172.5986,1143.1074,1041.8616,985.7874,997.5364,996.1508,1050.5782,948.8934,976.4927,1019.2132,992.9153,970.7277,936.9043,983.3127,970.851,985.985,1047.3873,1096.4608,1162.6543,1140.3568,1149.4796,1102.8488,1152.3421,1126.9544,1135.812,1096.5571,1132.4022,1048.3404,1056.3969,1096.9316,1082.4775,1081.9363,1101.6563,1138.1703,1096.3332,1079.0616,1021.2821,972.1682,984.9616,1013.3882,1059.6587,1108.4956,1094.5065,1111.2065,1118.2499,1135.3771,1173.2575,1228.0561,1364.6134,1296.0039,1345.1406,1270.674,1100.8599,1142.0662,1160.2919,1238.9055,1176.873,1255.0557,1234.4553,1139.5665,1298.5901,1270.522,1286.4387
8129-9,EUROPA DESARROLLADA,B,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8129-9B,International Equity,2596.3029,2678.7338,2717.7199,2672.2294,2739.9849,2727.5611,2932.7897,2825.6763,2715.2642,2873.7592,2980.28,2907.021,2676.6501,2551.6314,2577.286,2591.3275,2737.3658,2438.8007,2528.6392,2648.9341,2555.0211,2480.3077,2520.121,2632.7495,2601.1848,2629.938,2800.7466,2927.2848,3055.8536,2988.4102,3001.9212,2879.8961,3019.461,3022.4851,3056.0424,2948.223,3059.5662,2848.023,2835.727,2920.5088,2934.6944,2965.915,3005.2727,3119.3649,3005.2935,2858.8118,2722.1476,2633.4871,2694.6738,2750.4963,2867.9832,2988.3902,2971.3102,2978.6672,3018.1531,3020.6501,3131.3603,3270.2617,3659.3494,3512.0453,3659.2343,3457.1967,3046.3966,3236.9132,3274.8107,3450.8456,3346.5776,3569.0734,3554.636,3302.734,3719.6115,3646.9645,3667.5198
9187-1,EUROPA ESTRATÃ‰GICO,A,Accionario Europa Desarrollado,FM MIXTO,4.0,D,9187-1A,International Equity,,,,,,95.3398,97.4973,90.6089,86.4859,90.997,89.1842,89.7665,83.0856,80.838,85.9376,86.1375,86.4214,79.4023,83.1585,83.5803,84.1931,80.5888,78.4623,81.3907,83.1785,83.9642,86.8139,90.651,93.8674,92.5212,95.3891,94.5716,97.1606,97.933,97.0063,98.3932,103.5175,98.1076,95.8693,97.9326,95.572,93.7122,95.8472,93.374,92.7279,82.8483,81.5734,77.1561,82.806,85.2037,85.5523,87.918,84.2654,88.569,86.6342,84.6198,85.6129,87.96,89.9162,93.0206,91.7754,84.4931,70.7844,76.8587,81.4898,83.3608,87.558,90.4913,88.9466,83.6378,94.2042,98.9793,96.3394
8097-7,EUROPE EQUITY,A,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8097-7A,International Equity,995.7624,1023.7221,1047.1273,1022.6223,1045.4187,1032.9439,1107.012,1061.6323,1011.2725,1074.1903,1117.344,1086.3617,993.6434,945.9073,955.2194,949.1862,998.4781,891.5556,924.5683,966.773,927.2706,894.7289,900.0928,932.1859,913.0532,924.877,978.8577,1016.4381,1062.8304,1034.3357,1030.7436,985.4255,1030.9401,1038.5009,1049.5527,1009.4698,1039.0227,967.3636,967.8339,988.8932,1007.3445,1023.0726,1027.3655,1080.3866,1032.9411,982.6111,932.4723,902.962,913.454,938.5349,987.3596,1030.2357,1026.6979,1040.8393,1052.4011,1054.5833,1072.6741,1118.3033,1264.4661,1205.9739,1268.7566,1198.4657,1080.3637,1144.1315,1166.6095,1231.6142,1196.6637,1272.9039,1269.6853,1173.0878,1325.4714,1303.6932,1302.3437
8106-K,FAMILIA,APV,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8106-KAPV,"Domestic Bond, > 365",1350.0234,1360.5287,1367.927,1361.7828,1368.7772,1377.888,1391.2263,1398.6296,1398.7076,1396.5643,1395.8326,1393.053,1402.7658,1413.3117,1418.0061,1424.183,1435.3435,1440.6573,1445.3672,1458.5003,1466.1821,1456.7907,1445.8943,1468.1306,1475.5645,1487.9381,1492.0804,1499.6671,1498.9778,1502.1778,1500.9141,1505.2226,1498.8494,1495.3303,1496.2679,1505.3342,1512.4582,1520.6938,1524.8666,1525.2908,1535.2029,1541.4721,1546.983,1550.6933,1553.7563,1547.8654,1551.8753,1555.3289,1563.5493,1565.2507,1576.9714,1589.4627,1606.5057,1621.1886,1640.2034,1654.6742,1660.8105,1628.3325,1611.1763,1638.1179,1653.8682,1630.9326,1621.2317,1660.2944,1689.329,1684.881,1683.384,1709.3966,1697.1951,1716.8493,1735.1566,1732.6486,1756.0195
8055-1,FIRST,A,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8055-1A,"Domestic Bond, > 365",3855.5431,3865.9689,3866.0918,3865.5211,3872.2939,3886.2113,3907.1794,3913.2686,3902.8471,3880.8565,3870.9282,3856.5412,3884.2593,3909.2361,3923.2566,3933.6201,3947.0662,3959.0153,3966.7675,3984.5285,3995.9919,3991.326,3971.8104,4013.2074,4041.7775,4060.8437,4071.2064,4096.6021,4096.8822,4100.1348,4102.2301,4117.3732,4104.4529,4101.473,4103.247,4122.8874,4149.2318,4164.3128,4173.4876,4183.1256,4193.9823,4207.2458,4219.8636,4225.2107,4225.8498,4223.495,4238.4554,4256.5981,4274.292,4281.4202,4309.0909,4333.0418,4362.4721,4402.1723,4444.3086,4468.3666,4482.2957,4444.8368,4299.1204,4381.0195,4406.4407,4338.493,4212.7785,4369.8395,4402.8094,4430.3314,4440.736,4494.2783,4456.5797,4488.3609,4513.3618,4541.1666,4601.7
9365-3,FM CC DEUDA LATAM IG,B,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM MIXTO,4.0,D,9365-3B,"International Bond, > 365",,,,,,,,,,,,,,,,,,,,,986.8887,988.6763,950.7099,959.1948,965.8585,980.4726,983.6567,994.4516,1001.1167,1004.4475,1010.8871,1019.3318,1022.7898,1024.8409,1026.7658,1028.8805,1029.399,1012.4789,1009.2304,1000.3586,986.3102,986.0236,1006.2211,1000.5123,1001.894,993.6053,985.7411,997.3248,1023.2666,1034.104,1053.0041,1063.2013,1070.4124,1095.4668,1105.647,1122.7187,1124.3839,1129.0359,1123.0448,1140.5116,1161.2805,1163.8195,994.7445,1022.4733,1066.0948,1108.1535,1132.5957,1151.7383,1149.8924,1161.4502,1189.0044,1209.5265,1202.1413
9310-6,FM CC MACRO CLP 1.5,B,Fondos de Deuda > 365 Dias Orig. Flex,FM DE LIBRE INVERSION,6.0,P,9310-6B,"Domestic Bond, > 365",,,,,,,,,,,,,,,,1001.6253,1003.5101,1006.0302,1010.2707,1017.1182,1018.3542,1018.8442,1018.6368,1027.4136,1029.2866,1033.8587,1040.4377,1044.9434,1046.696,1047.4086,1050.9401,1050.694,1048.5344,1047.8436,1044.9976,1050.5092,1054.9911,1057.0951,1058.7233,1060.2318,1059.2162,1061.5327,1066.2994,1066.1467,1067.031,1067.3401,1070.0106,1075.3701,1076.1221,1078.7105,1078.5037,1081.8481,1076.4688,1073.6212,1075.4577,1076.4825,1077.112,1077.3608,1080.4875,1083.3195,1087.3007,1089.1604,1132.3601,1058.2207,1058.2206,1058.2206,1058.2201,1058.2204,1058.2203,1058.2203,1058.2203,1058.2203,1058.2196
9027-1,FM LV EUROPA,A,Accionario Europa Desarrollado,FM DE LIBRE INVERSION,6.0,D,9027-1A,International Equity,0.944,0.9963,0.9776,1.0014,1.012,0.9869,0.994,0.9312,0.9056,0.9682,0.9474,0.9265,0.8549,0.8436,0.8862,0.8956,0.9006,0.8499,0.8906,0.8862,0.889,0.8603,0.8407,0.8738,0.896,0.8894,0.9255,0.9577,0.9921,0.9778,1.0109,1.0053,1.0372,1.0376,1.0357,1.0533,1.1003,1.0421,1.0282,1.0497,1.0209,0.9973,1.0249,1.0082,1.0095,0.8853,0.8846,0.8187,0.8827,0.9218,0.9229,0.9535,0.9118,0.9475,0.9238,0.8923,0.9144,0.9414,0.9577,0.9955,0.9656,0.904,0.7535,0.8202,0.8545,0.8755,0.9074,0.9517,0.9266,0.8782,0.9849,1.0347,1.0094
9428-5,FMCODAGRE,A,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,9428-5A,"Balanced, Aggressive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1007.3353,995.1763,1017.2592,1035.8944,1024.3985,1018.0538,1046.5034,998.9754,996.5099,1010.0043,1019.7975,1022.3489,1028.0857,1065.4724,1049.8721,1024.3603,1002.4271,970.6002,995.9963,999.0057,1020.7717,1033.4979,1016.8828,1023.8742,1045.8897,1043.4533,1070.9593,1081.0397,1150.105,1111.9057,1155.3335,1103.8454,962.4467,1029.0739,1011.7898,1063.9014,1041.7799,1095.0116,1078.0522,1061.3794,1150.4499,1135.4282,1178.5208
9429-3,FMCODBAL,A,Balanceado Moderado,FM DE LIBRE INVERSION,6.0,P,9429-3A,"Balanced, Moderate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1003.3789,998.1772,1008.4907,1016.8725,1008.0093,1009.1062,1024.9791,999.9775,1000.1514,1006.8583,1008.7419,1010.449,1015.1153,1034.0534,1025.9008,1014.1196,1000.924,985.5128,1003.9917,1004.9612,1017.3258,1026.2194,1022.2468,1031.2906,1048.4153,1052.0156,1065.7651,1058.9546,1086.9156,1071.1048,1099.0206,1069.0302,979.2374,1022.6225,1020.4471,1048.7504,1041.4304,1075.6262,1061.3385,1059.4103,1108.7719,1103.5963,1130.3001
9430-3,FMCODCON,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,9430-3A,"Balanced, Conservative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,999.6514,1000.1128,997.6201,995.4101,993.9907,997.3355,1002.2959,1000.0135,1001.1648,1002.1809,1007.4436,1010.9678,1014.2985,1020.6852,1019.2348,1015.6557,1013.7916,1014.4811,1022.7552,1023.872,1035.5692,1043.8813,1057.7607,1070.1579,1089.1471,1101.2201,1103.768,1078.6222,1061.8388,1072.3334,1084.6227,1066.7142,1029.2289,1063.1079,1075.6732,1078.5379,1077.4409,1095.6516,1082.9907,1087.8182,1097.8033,1100.9232,1118.7359
9431-5,FMCODCREC,A,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,9431-5A,"Balanced, Aggressive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1007.7756,997.9342,1014.3863,1024.9553,1012.973,1015.5575,1038.4243,1002.2534,1000.8329,1012.1882,1018.0912,1019.8731,1025.3306,1052.9092,1041.0996,1022.2948,1005.1311,979.6124,1004.154,1006.4414,1020.514,1032.3136,1019.3335,1027.1582,1046.5566,1047.0162,1068.1869,1068.1202,1111.8617,1084.5251,1120.0884,1078.9858,958.7988,1013.8921,1004.8968,1047.8254,1030.8319,1073.1335,1058.2169,1047.2743,1116.803,1104.708,1142.5907
9432-3,FMCODMOD,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,9432-3A,"Balanced, Conservative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1001.7491,999.6547,1001.861,1003.1843,1000.64,1000.9642,1011.2719,998.4851,999.758,1002.701,1007.0426,1010.4983,1014.6201,1027.8123,1023.5849,1017.7007,1009.8444,1002.8873,1016.0403,1017.5656,1029.4531,1038.5671,1045.3935,1055.5432,1075.0013,1084.4523,1091.7608,1077.5326,1089.9956,1086.8101,1108.0388,1085.3708,1025.6224,1063.0395,1067.3613,1079.5631,1074.9394,1098.9588,1084.8961,1087.2584,1112.3786,1112.2352,1135.5568
9221-5,FMLV AHORRO DÃ“LAR,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE LIBRE INVERSION,6.0,D,9221-5A,"International Bond, > 365",,,,,,,,998.3215,996.6905,998.6568,996.2605,993.0688,997.877,1002.8172,1008.0187,1010.711,1009.4238,1011.1083,1012.481,1013.5106,1012.9964,1013.1922,1011.884,1013.5835,1016.2418,1018.217,1017.6136,1020.2175,1022.0535,1023.0482,1024.9394,1026.9531,1027.8238,1029.0655,1029.4423,1030.8153,1032.1061,1031.6348,1033.1703,1034.6401,1033.5507,1034.486,1037.7696,1038.9781,1039.7202,1040.999,1042.0775,1043.1626,1047.0212,1051.1776,1055.5353,1058.33,1060.8013,1065.7251,1067.0136,1070.3699,1072.322,1075.1107,1072.9544,1077.7437,1083.3568,1085.4612,1053.9629,1072.3711,1078.1828,1083.962,1090.4865,1096.4818,1096.7721,1099.3194,1102.5467,1106.3699,1105.7404
8105-1,FUTURO,A,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8105-1A,"Domestic Bond, > 365",2951.0224,2972.1089,2988.7429,2955.84,2967.6686,2983.6555,3020.0295,3041.8671,3033.353,3035.6584,3031.2088,3023.8437,3045.877,3070.2459,3076.9679,3089.9361,3110.6189,3125.9464,3142.3584,3182.1477,3207.4616,3174.5835,3143.506,3210.8187,3227.7021,3255.1119,3266.5512,3287.0956,3278.6756,3273.9511,3269.1673,3273.5615,3253.1035,3239.8874,3227.9144,3252.7811,3265.6036,3284.0135,3295.097,3296.2514,3315.6659,3328.6417,3342.306,3351.8487,3354.241,3336.1732,3346.1914,3355.6417,3380.573,3387.1306,3433.3888,3461.6675,3529.0297,3586.1543,3681.3213,3736.0838,3741.4647,3597.5903,3488.8418,3602.2689,3629.8717,3529.3988,3440.0047,3637.5708,3769.7767,3760.1632,3743.9342,3821.7407,3736.971,3793.7176,3831.8781,3843.7559,3935.0867
