fundRUN,fundName,fundSeries,aafmCategory,svsCategory,svsCategoryId,currency,fundRUNSeries,userCategory,2015_return,2015_stdev,2016_return,2016_stdev,2017_return,2017_stdev,2018_return,2018_stdev,2019_return,2019_stdev,2020_return,2020_stdev,avg_ann_return,ann_stdev
9054-9,EAI DEUDA CORP CHILE,A,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,9054-9A,"Domestic Bond, > 365",1.383962373594927,2.737796319644621,7.124846633988935,3.607600950164911,1.621801324762706,2.2317544477506934,4.239691985325877,1.0850279160572704,7.728822225626297,9.1402960722626,5.942838148593377,8.148003045312578,4.643879701264653,2.7304734167159377
8916-8,EMERGENTES,A,Accionario Emergente,FM DE LIBRE INVERSION,6.0,P,8916-8A,Emerging Equity,-5.768551535805355,9.138626310417683,3.3386338008793537,11.096052026857942,13.701136824091552,7.185374803729585,-15.104797755480192,9.080369767152453,17.940366014836506,12.967310347721483,9.582934148266276,22.03590541422298,3.2964323467526757,12.493632539720364
8054-3,EMERGING,B,Accionario Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8054-3B,Emerging Equity,-4.151492599592355,12.888975969859557,9.03877884762807,12.376376335184636,19.7952704934671,7.9990884841621925,-9.108384301609851,9.56813703224592,21.711849132655956,12.684662784555476,14.15103027504534,21.339970795212892,7.9337055975686965,12.684196039417872
8610-K,EMERGING EUROPE EQUITY,A,Accionario Europa Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8610-KA,Emerging Equity,-4.818583489212469,14.633959471482052,17.201001032249085,15.13214571657199,6.304687522771979,7.368722533257023,-14.218616626916713,7.47889083581547,24.28422136781332,13.198687143422749,-20.26236355866281,37.55734742663035,0.13472665995248878,17.602748543448666
8723-8,ENFOQUE,A,Accionario Nacional Large CAP,FM DE LIBRE INVERSION,6.0,P,8723-8A,Domestic Equity,-1.8080295575858218,9.098500378586701,7.741405145818736,10.86405011942847,28.016088887699997,22.072899126112056,-14.772818533500686,10.855662136713105,-24.600570422127955,17.762445129442035,-11.812747936495072,35.65323562945425,-4.314559558009224,18.769910289653108
8435-2,EQUITY RETORNO,A,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,8435-2A,"Balanced, Aggressive",2.1176593839882685,10.862409682192109,3.4844158317771434,8.471664026381088,12.49593128191744,7.6549435015406955,-9.843639401914928,8.780460884869482,18.527762110170798,10.127764382241143,1.4202761003239806,19.614670156398446,4.313930755979212,9.822461121346123
9548-6,ESG ACCIONES CHILENA,B,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9548-6B,Domestic Equity,,,,,,,-12.876209111963998,10.41492806952829,-15.203509914877733,12.85449037353182,-15.652036062308404,33.73531056629911,-7.580232000523834,1.4901185629802662
8437-9,ESTADOS UNIDOS,A,Accionario EEUU,FM DE LIBRE INVERSION,6.0,D,8437-9A,International Equity,-99.13470391595774,103.31137004706177,12.890436128034043,8.591060557870515,13.465112350059139,4.36729573492362,-13.866115348969855,14.610251764489387,14.31962631135615,9.97333171329352,8.102460397708121,26.67924306936012,-52.287104348297994,44.61097757927221
8775-0,ESTRATEGIA ACTIVA,A,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,8775-0A,"Balanced, Aggressive",1.6976591173423206,8.776685470652799,2.570571059421156,8.0866053599051,10.805745122330235,6.975741613557979,-9.945215209057412,7.146033929724697,11.60756251143329,7.7995417398682525,-1.9733039916494888,21.777843627979042,2.1896233033351864,8.092790597498103
9042-5,ESTRATEGIA AGRESIVA,A,Balanceado Agresivo,FM MIXTO,4.0,P,9042-5A,"Balanced, Aggressive",1.500184198087906,9.365629526850348,1.5297197833699983,9.972770640338654,9.474259949110774,6.809411107167357,-10.66080257961427,7.919106094464583,13.073348328521206,8.6816759737583,-33.00870502114785,42.93288830436522,-4.398336019136595,16.81629310868963
9041-7,ESTRATEGIA CONS,B,Balanceado Conservador,FM MIXTO,4.0,P,9041-7B,"Balanced, Conservative",5.232006744722928,3.9341050107409856,4.931037838288055,4.00669106876272,3.41050413427757,2.40154746377528,-2.006412812237879,2.994922073006553,6.748556565470132,3.7284064823568124,3.181280653039953,8.772169238373772,3.545089903211629,3.0328154013742914
9192-8,ESTRATEGIA CONSERVAD,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,9192-8A,"Balanced, Conservative",2.0317323974678336,2.392999732856208,3.128638180297938,2.9606376219383534,3.4256296063499336,1.9555818829258589,-0.41836666914915055,2.13118435909502,7.453553267474899,2.8925861579694674,1.0858819327306035,8.458811141992648,2.7556098985393573,2.684766432121457
8773-4,ESTRATEGIA CONSERVADORA,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,8773-4A,"Balanced, Conservative",2.7004787064417,3.6697709841683004,3.947190488410235,3.934343911669289,2.034800500220957,3.037130580221225,0.35490784951184295,2.004560097765829,6.916445740139099,6.882066797624935,-2.4569207713269314,12.332680332582813,2.2081487804308075,3.1828254459393546
9191-K,ESTRATEGIA DEFENSIVA,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,9191-KA,"Balanced, Conservative",1.08801351958967,1.1466317463493196,4.35554217199452,2.6920505203462497,1.273998215276162,1.391399673985327,1.4626207804304237,1.0040127974171205,5.365280170724129,4.3338826828880865,1.380795564486137,6.0740919727964675,2.4736185670509947,1.8696267605830368
8774-2,ESTRATEGIA EQUILIBRADA,A,Balanceado Moderado,FM DE LIBRE INVERSION,6.0,P,8774-2A,"Balanced, Moderate",1.2428959309643606,4.749618754065206,2.333917941881136,4.350515507765359,4.456812822636302,4.497529121749425,-3.005613827554776,3.4286114921693818,9.005825808833423,3.712720869114001,-1.0924511595957198,14.32563504091265,2.08402373576857,4.249092950139531
8525-1,ESTRATEGIA MODERADA,A,Balanceado Moderado,FM MIXTO,4.0,P,8525-1A,"Balanced, Moderate",3.2619112222388225,5.931596392412322,1.7824545630471977,6.899894448809732,4.709349311307309,4.693829451674299,-7.290405412302614,5.40588300973003,8.20321682308347,4.617652260856415,-88.74503747512036,94.37379679705616,-29.35991043575704,37.459517672601436
8125-6,ESTRATEGICO,B,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8125-6B,"Domestic Bond, > 365",4.204203340693979,1.7278436194393836,6.076879166664728,2.792083055453758,1.4622889185777144,1.8808506603384427,3.316264808458036,1.0783507024883652,5.268457684379224,5.904668302452818,4.546932528188874,5.5893455512728405,4.135341714223406,1.6151226349212047
9019-0,ETF IT NOW IPSA,UNICA,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9019-0UNICA,Domestic Equity,-6.939932183965524,10.399662518029357,8.487101843085053,11.348609330593142,29.004724774015834,20.56424691594629,-14.889038920152164,9.27840507845605,-15.661927614019,12.44693206538608,-12.495547146224872,34.053201313099606,-3.2915547658721622,17.655404379262734
9533-8,ETF MSCI SCCH,UNICA,Accionario Nacional Otros,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9533-8UNICA,Domestic Equity,,,,,,,-16.592151743604422,11.322399146069467,-20.993402889875,18.96605930435546,-15.586096249533487,35.984596491714036,-9.312511125139633,2.875822329131265
8457-3,EUROAMERICA ASIA,A,Accionario Asia Emergente,FM DE LIBRE INVERSION,6.0,P,8457-3A,Emerging Equity,-4.907931278703748,8.910945300266512,-0.01929260643714903,12.624188290746337,21.33754149144589,9.666557619111407,-14.595830916617803,12.632492060738487,22.60777473212061,14.44467820964972,15.207297051958557,19.62659323266511,5.662802882742501,15.316919815554867
8459-K,EUROAMERICA MONEY MARKET,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8459-KA,"Domestic Bond, < 365",2.677513235586626,0.06349695909628113,3.0772153714092587,0.056086068995820804,2.6430808457257315,0.11117130963115242,2.196229715382869,0.022691275926094344,1.945547632821354,0.11802158428317071,0.4369085630407499,0.18765372347170953,2.1591714613256707,0.9336779156375067
8458-1,EUROAMERICA USA,A,Accionario EEUU,FM DE LIBRE INVERSION,6.0,P,8458-1A,International Equity,14.1438299201049,13.681089177552941,4.967638342010217,14.040532471024106,8.047262144125655,9.714414401439495,-2.040507384543022,17.29312795400903,30.478242276258793,16.82012023812611,1.7436937863245516,24.769977574425965,9.069241532784368,11.641553735455895
8484-0,EUROPA,APV,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8484-0APV,International Equity,9.587297350853774,13.002796233914532,-5.619642762531996,16.538656848131613,12.948032190315505,13.085784096097258,-14.149919525059207,12.739299335804025,31.579129582310618,14.056620914122925,-5.54727141534499,26.86506458389794,3.7394133579318867,16.620257854763523
8129-9,EUROPA DESARROLLADA,B,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8129-9B,International Equity,11.967713782548262,13.300771109550565,-1.6401321935952673,17.448481978164978,13.34154343820555,12.296122943398673,-13.926127828186896,12.325497781722849,30.332855130739755,14.025925849546859,-0.33531058669842295,24.677018627025447,5.712839786301815,15.328575373864947
9187-1,EUROPA ESTRATÃ‰GICO,A,Accionario Europa Desarrollado,FM MIXTO,4.0,D,9187-1A,International Equity,-9.810831828430612,15.672747668730958,-2.039944346553435,14.512491738038587,18.29162584081223,7.041735735132818,-25.46564590528172,12.557074824463161,12.335579547375808,9.929343506009214,7.849489078772742,28.78579851399569,-0.9605499760423797,16.10622935973386
8097-7,EUROPE EQUITY,A,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8097-7A,International Equity,9.098485743185325,14.278291757225384,-6.185065990475058,16.982189439748176,10.559800896596162,12.25326014847914,-13.095065199249255,13.339319388066945,32.023495436004445,15.228784013210028,2.753609321125894,23.830555457999456,4.921248505222975,15.691604013194436
8106-K,FAMILIA,APV,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8106-KAPV,"Domestic Bond, > 365",3.18732253085392,1.6219325977974055,4.659708698344378,2.2583277812178415,2.017512619746542,1.3035065917762454,2.8345047816858537,0.9375357943201872,4.769187642500317,3.662371531150176,4.763402549247875,4.182140859575783,3.699605620032287,1.186384852521308
8055-1,FIRST,A,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8055-1A,"Domestic Bond, > 365",0.02588740351521235,1.1698819879539368,3.319760346586542,1.3434466733509267,2.006787855095915,0.9771766223621211,2.587618749089904,0.5186463421965093,2.4969632397599417,4.625555401105428,3.057476752155086,5.810921697897201,2.2433462188069964,1.181288034576115
9365-3,FM CC DEUDA LATAM IG,B,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM MIXTO,4.0,D,9365-3B,"International Bond, > 365",,,,,6.524972343257307,1.4848495819043435,-3.1158180647154254,3.779607085873455,11.457913314086476,2.816644097813265,4.154551807250684,17.907092889460678,3.0581269093668872,6.065535518442597
9310-6,FM CC MACRO CLP 1.5,B,Fondos de Deuda > 365 Dias Orig. Flex,FM DE LIBRE INVERSION,6.0,P,9310-6B,"Domestic Bond, > 365",,,3.44750784772645,1.0820108426457011,2.061874700399291,1.0700615391379122,1.9316750634199797,0.6292083428390698,0.6688274499705882,0.8667294982647739,-2.6745499198151945,8.349893796622524,0.8871129858414095,2.3216362765200818
9027-1,FM LV EUROPA,A,Accionario Europa Desarrollado,FM DE LIBRE INVERSION,6.0,D,9027-1A,International Equity,-1.8538135593220262,13.530413954648491,2.2107848871212976,11.700018302885368,17.555803571428562,7.272645390634243,-25.59302008543125,15.184931755461609,12.77897360371587,11.061163164451564,7.156172328086163,28.026557321676144,0.9823653342255989,15.238212804446869
9428-5,FMCODAGRE,A,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,9428-5A,"Balanced, Aggressive",,,,,3.1148585201749457,5.212441176069346,-7.253029469373928,8.126132022777321,11.63753319163936,8.629648490176583,-1.722905117872886,21.0305594453754,0.8046549590614793,8.007652520933165
9429-3,FMCODBAL,A,Balanceado Moderado,FM DE LIBRE INVERSION,6.0,P,9429-3A,"Balanced, Moderate",,,,,1.5661353779146125,2.579038157663562,-3.8504492433065307,4.216711665836397,6.6846269745058695,4.00874816781419,0.41634342431797755,12.972694125188164,0.7551078363400743,4.333446434122875
9430-3,FMCODCON,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,9430-3A,"Balanced, Conservative",,,,,-0.45633665122084555,0.7531599817547233,1.2157288082291773,1.1097842706992922,4.847513852777285,4.382588389909368,1.502872842325731,6.240519018107562,1.1695184577968254,2.221562376346225
9431-5,FMCODCREC,A,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,9431-5A,"Balanced, Aggressive",,,,,2.681796671664727,3.912664600227205,-5.66357123961756,6.217277333623099,8.003861957428837,6.0344570407631455,-1.3731416198935698,17.572083705823786,0.5235681703406714,5.827712398786145
9432-3,FMCODMOD,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,9432-3A,"Balanced, Conservative",,,,,0.1653483426303337,0.700152860860918,-0.8291143064491302,2.5397009892857056,6.965255216746802,2.9193144921264698,0.37872319994571857,8.585590351985656,1.079794295716252,3.569158280803407
9221-5,FMLV AHORRO DÃ“LAR,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE LIBRE INVERSION,6.0,D,9221-5A,"International Bond, > 365",,,1.5739915841331165,0.761635822531238,1.4340583117128158,0.30527203882649945,1.0712561431426515,0.3737995954867078,2.934276784462453,0.6573827975658687,2.1242401395366706,3.886648162599018,1.51895531948687,0.725254643247521
8105-1,FUTURO,A,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8105-1A,"Domestic Bond, > 365",2.4676634104844553,2.2206152684490097,5.415244936023345,3.1144685480438374,0.7769923996393757,1.7647541925386472,2.757165627818403,1.079801854909939,6.557938550653986,7.650799672085062,5.8923349825284355,9.15260554164435,3.9566677219831536,2.298018151341848
8294-5,GLOBAL,A,Accionario Desarrollado,FM MIXTO,4.0,D,8294-5A,International Equity,-4.193554562816826,14.245585683939302,6.978942289402679,9.035785036647276,16.256154325765394,2.8906784674506745,-18.200709068159416,13.49871553517441,14.149494096688798,9.632639111360012,14.778091679577155,24.653879396854727,4.159427687570627,13.658162031275701
8088-8,GLOBAL MID CAP,B,Accionario Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8088-8B,International Equity,12.737439212622736,10.614471024426596,8.776173531551578,15.83622647754963,12.764679455813122,10.494504209206823,-8.974654154224515,15.600373452387409,26.695284088065428,16.039063782111555,-0.6760426659962682,26.11330338608351,7.96723328136999,12.303121054696591
8118-3,GOLD,A,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8118-3A,"Domestic Bond, > 365",2.599114925591972,1.3084716468477782,3.683808922866194,1.742396023195876,1.6480970249388438,1.481213565368016,2.6522197068306053,0.7571308952039875,2.4475152380098564,4.632021308931962,2.958159133340743,5.649662179158523,2.663025497285565,0.6648021004570575
8315-1,HIPOTECARIO Y CORPOR,A,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8315-1A,"Domestic Bond, > 365",3.393890025012003,2.231926725488576,5.974196473728144,3.7787755562629233,1.1281441909327228,1.8566797033158116,2.7378672556986006,1.0788645964191859,3.8171236243801365,6.520219943236196,2.386584255597324,5.460083147315792,3.228972909048866,1.6292927334366962
8023-3,HORIZONTE,B,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8023-3B,"Domestic Bond, > 365",4.087797783275837,2.2071727925319298,7.658659297278714,4.069347337203447,1.5618573840849637,2.349667201285443,4.47266608405088,1.1224015188028291,6.379125407532293,8.506475287591934,5.28056662945553,7.921458609476771,4.889284162013641,2.094184861945773
9345-9,IG LATAM,A,Inversionistas Calificados Títulos de Deuda,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8.0,D,9345-9A,"Domestic Bond, > 365",,,,,8.604150352388395,1.6999438560997913,-2.107348703170031,3.3683838599633447,7.212511499540031,3.0454253746564497,4.99399347863394,17.289023423955786,3.038866600078971,4.760223914177733
8982-6,IM TRUST ACCIONES ESTRATEGICAS,A,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8982-6A,Domestic Equity,-6.005181852794561,9.521612568435406,6.674478840973452,10.74489363981173,30.36667782058211,19.99700800393117,-15.289415705652843,9.040565242286059,-20.58873601094132,13.900999080452925,-9.288517016908937,32.15791479779656,-3.697953680143995,18.51164720817076
8427-1,IM TRUST GLOBALES I,A,Accionario Desarrollado,FM DE LIBRE INVERSION,6.0,P,8427-1A,International Equity,11.13671825077489,12.183543807884233,3.8463080555728224,12.327880121201119,12.129652576481998,8.669291080125914,-5.371379300698842,13.988037420526151,29.90442533247204,16.490920148517255,1.0717308363247025,23.457713729110715,8.236617287107627,12.223221105061155
8929-K,IM TRUST INDICE CHILE,B,Accionario Nacional Large CAP,FM DE LIBRE INVERSION,6.0,P,8929-KB,Domestic Equity,-6.702725369980511,10.48035604260902,9.59802332140236,10.85145494697669,27.43434968109575,20.53163405155625,-14.98162923548605,9.763578928360433,-18.103400169359496,12.792701796708194,-16.33930883287269,36.07801511129632,-4.491275048726151,18.155327475138936
8401-8,IM TRUST LIQUIDEZ,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8401-8A,"Domestic Bond, < 365",2.711160477985608,0.056129763748160415,3.0587556544490413,0.04361630821387543,2.1490903612467527,0.097831920133344,1.9043423820819472,0.05011340523552358,2.0576371103340874,0.1251634119774823,0.48744314084507856,0.17084430937426875,2.0581844658832837,0.8861848597999525
8945-1,IM TRUST MONEY MARKET,B,"Fondos de Deuda < 90 Dias Internacional, Dolar",FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,D,8945-1B,"International Bond, < 365",0.11767891153322552,0.013932706287791752,0.18854166138966288,0.017268974975345266,0.6803445234059957,0.10718336140588254,1.4342202528926373,0.11386696350293819,1.8058140651227461,0.03632171446791304,0.5575115337968839,0.21870631483426944,0.7954324209074493,0.6821167997822941
8421-2,IM TRUST RENTA ESTRATEGICA,A,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8421-2A,"Domestic Bond, > 365",2.7798955077363408,1.7413383098646307,6.507191602886242,2.5003841114012206,2.36131318157069,1.71275132924174,4.091482504439226,0.8453620038282018,2.2913970698057673,6.076966133503671,3.636267772538204,4.63534883853433,3.6012122257635504,1.5882840434523222
8442-5,IM TRUST RENTA INTERNACIONAL,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Internacionales",FM DE LIBRE INVERSION,6.0,P,8442-5A,"International Bond, > 365",4.841790911769994,8.051762092506985,0.5902045160015579,8.706132487651416,-0.9722100454012894,7.675667833494767,10.068467968955265,11.513630357330316,23.048669177212155,17.03454722917367,-5.944032927924825,13.37960899583542,4.872648043299321,10.255826777264994
8912-5,INDEX FUND CHILE,A,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8912-5A,Domestic Equity,-9.107442402541665,10.556758219872668,6.875092468311905,11.173773296840944,25.8814673415938,20.88680525966542,-16.80537186862675,9.838442349793034,-17.62787744573302,12.567287658829018,-14.44210449652511,34.0246910756882,-5.394356681956591,17.29589098009246
8795-5,INDEX FUND LATAM,A,Accionario America Latina,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,D,8795-5A,International Equity,-28.07845084409135,18.503609380359222,29.39101373932418,24.902053984821297,10.6455862977602,13.660394416161687,-21.794871794871796,23.030801115223046,-2.1099519399835898,19.09176641502853,-13.6803257826419,51.37771739000054,-6.215701348758551,21.55329234421842
8987-7,INDEX FUND US,A,Accionario EEUU,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,D,8987-7A,International Equity,-0.027483025597296873,14.88789215649526,9.950082726817989,7.731560790771227,13.21040483863143,4.113986687215873,-14.001726927624613,14.963293322570316,16.12844657896233,11.744795403096502,16.087801981743954,26.391985199865392,6.2990975678759,11.862342905970932
8533-2,INVERSION BRASIL,B,Accionario Brasil,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8533-2B,International Equity,-30.29816723952502,26.668441901413715,41.060117384237984,27.844293867122754,5.875144302323787,15.792407652141385,3.959917773175592,36.9818758106482,35.57933365426209,16.8478628678957,-28.10328833320066,54.4536546947309,0.8947303494286629,30.260353001331993
8534-0,INVERSION CHINA,B,Accionario Pais,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8534-0B,International Equity,3.168676094248246,20.76925686132654,6.655156543183072,16.33022363222505,24.250399151502045,9.218494818361558,-18.865315479239698,14.153285502287135,23.10374672284532,17.26209310390427,24.512544071200114,18.466372728468475,9.249570820944019,17.176303980470152
8078-0,INVERSION USA,B,Accionario EEUU,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8078-0B,International Equity,14.512744950170253,13.041071366905316,8.456464207214553,13.84833931174398,10.900584224759612,9.567326670705999,1.4409075432885832,17.35848945852694,34.58268626589107,17.0013492424123,6.206818316697538,24.377128239600378,12.218976413988724,11.595778603615482
9294-0,INVERSIONES ALTERNAT,B,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,9294-0B,"Balanced, Aggressive",,,,,5.276492872450889,2.7728879034531544,-3.815238184162184,4.868006153286166,0.0,0.0,0.0,0.0,0.20889666413583807,3.735576846079811
8380-1,INVERSIONISTA CALIFI,B,Inversionistas Calificados Accionario Nacional,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8.0,P,8380-1B,"Domestic Bond, < 365",-11.127412373119295,9.167134034916572,7.783441081705789,9.283016980671741,36.76258417030189,29.43747680149474,-11.090771772743558,9.02682453827628,-18.324464578427936,17.45387864766963,-1.1852223133592465,31.794108134326173,-1.0251962094425249,19.973788639495904
8352-6,ITAU AHORRO CORTO PLAZO,S,Fondos de Deuda < 365 Dias Nacional en pesos,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2.0,P,8352-6S,"Domestic Bond, < 365",2.8006947713682617,0.4653171508894509,3.8880700447714522,0.8163562058247906,2.757843533814741,0.7529619692631263,2.561358724219809,0.33566044565314057,3.0828039341527003,0.8786880879748428,2.2503903209710074,0.8930157740606218,2.8889208621722062,0.5614024103231898
8234-1,ITAU CONVENIENCIA,C,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8234-1C,"Domestic Bond, < 365",2.170791303871411,0.06559048678506416,2.5322159514309384,0.024892598260202653,1.6609409643386641,0.07061944538566467,1.4410177082892828,0.024888457720750018,1.380950637965439,0.12750685169320705,0.31948210659247245,0.12090538201321721,1.5818405129480073,0.7628939104104058
9248-7,ITAU D. CORP. CHILE,IT,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE LIBRE INVERSION,6.0,P,9248-7IT,"Domestic Bond, > 365",,,6.238878987023466,2.901795442823013,3.641129703085011,1.9590811431344546,4.64874384162548,0.9952658727814222,6.016527661456927,6.186445327232466,7.410500185714652,9.847720986667923,4.631309009197726,1.4663937584508993
8959-1,ITAU DINAMICO,S,Fondos de Deuda > 365 Dias Orig. Flex,FM DE LIBRE INVERSION,6.0,P,8959-1S,"Domestic Bond, > 365",3.2237324770618025,0.7484986926355192,5.326431024164036,1.9295621832595593,3.2806761251029437,1.1428790071799229,3.4795539922259477,0.9813888844059535,3.3804647685544698,3.7937128811752476,8.469317035521406,6.1870949514160545,4.509552694557883,2.0901898779652863
8971-0,ITAU GESTIONADO ACCI,S,Accionario Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8971-0S,International Equity,8.060419320916235,11.950108201367227,-2.035684704254548,14.202814372704125,15.028044002880181,10.156452790999326,-4.848414653341626,13.471888879461055,29.3718306155625,14.905942753077339,2.3000067025250592,24.42886149477494,7.385328700653804,12.684134126427848
8993-1,ITAU GESTIONADO AGRESIVO,S,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,8993-1S,"Balanced, Aggressive",0.3047373564628808,8.510047494253579,8.114399795676341,9.209558910592591,14.160024236799696,6.071612666213243,-5.121355916224002,6.724987025471668,16.32072753579006,8.619972647350574,-1.1504937427074147,21.47366416917431,5.136420571793865,8.751333770372687
8994-K,ITAU GESTIONADO CONSERVADOR,S,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,8994-KS,"Balanced, Conservative",1.5624668536210917,2.9424913974966187,7.87440856575381,3.1995539102015282,6.041611166671745,2.169544188129049,-0.04584780585620285,2.183253194640283,6.846804135942985,4.136753786943889,-2.403371571931179,14.12258973567416,3.2414739583431995,4.189574366966953
8992-3,ITAU GESTIONADO MODERADO,S,Balanceado Moderado,FM DE LIBRE INVERSION,6.0,P,8992-3S,"Balanced, Moderate",1.2249634727642622,4.517863062929818,7.6115905566655595,4.979989188704705,9.182643869240659,3.812481331582828,-2.536211122968357,3.8774080750308726,9.748064156835579,4.837675900814297,-0.7957247418527102,16.46545681604883,3.9549416335682874,5.4098780010498375
8254-6,ITAU LATAM CORPORATE BOND FUND,F1,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE LIBRE INVERSION,6.0,D,8254-6F1,"International Bond, > 365",,,,,6.319516881099596,1.9491045288542805,-2.5613199752778537,4.766648598248619,9.22507913411199,2.7406759201508386,5.94006238183884,17.28275611326111,3.0673626390143927,5.078053941580112
8092-6,ITAU PERFORMANCE,APV,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8092-6APV,"Domestic Bond, < 365",2.963930672370374,0.064333208671561,3.5005154520477477,0.08803953461817413,2.469921868017555,0.09179529667582371,2.1997665853630277,0.030966650997846415,2.2555697082903947,0.13156865707526488,0.6732125158675828,0.2438277133846991,2.340092661873916,0.9547619768493129
8338-0,ITAU SELECT,S,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8338-0S,"Domestic Bond, < 365",,,,,2.5509835507093737,0.06602039071341864,2.410536735716118,0.03291600353998501,2.4418735825199045,0.13086759305941592,0.7334909242391108,0.2926085048048928,1.349741413407024,0.8692403627664675
